Species,PlantedStand,Block,Canopy,Understory,OriginStand,Sdlg#,TagColor,StatusDate1,Date,Height,Notes,StatusDate4,Date4,HeightDate4,Notes4,StatusDate5,Date5,HeightDate5,RtCrnHeightDate5,Notes5,Initial Height,comments,done,to do,UniqueID
TSME,1650,HIGH2,CompPresent,CompPresent,1197,522,RD,A,8/1/12,,
TSME,1603,PARA3,CompPresent,CompPresent,1460,280,YL,A,7/24/12,,
TSME,1603,PARA2,CompPresent,CompPresent,1603,79,BL,A,8/1/12,,
TSME,1197,AM162,CompPresent,CompAbsent,1197,169,RD,A,6/26/12,,
TSME,1603,PARA1,CompPresent,CompPresent,1460,36,YL,A,8/1/12,,
TSME,1460,AE103,CompPresent,CompPresent,1460,86,YL,A,7/11/12,,
TSME,1650,HIGH1,CompPresent,CompAbsent,1603,67,BL,A,8/1/12,,
TSME,1603,PARA5,CompPresent,CompPresent,1197,273,RD,A,8/1/12,,
TSME,1603,PARA3,CompPresent,CompAbsent,1603,120,BL,A,7/24/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1460,80,YL,A,7/24/12,,
ABAM,1603,PARA5,CompPresent,CompPresent,1603,157,BL,A,8/1/12,,
TSME,1197,AM162,CompPresent,CompAbsent,1197,47,RD,A,6/26/12,,
TSME,1603,PARA1,CompPresent,CompAbsent,1460,29,YL,A,8/1/12,,
TSME,1460,AE101,CompAbsent,CompAbsent,1603,20,BL,A,7/24/12,,
TSME,1650,HIGH5,CompAbsent,CompPresent,1460,496,YL,A,8/1/12,,
TSME,1650,HIGH4,CompAbsent,CompAbsent,1460,503,YL,A,8/1/12,,
TSME,1460,AE104,CompPresent,CompPresent,1197,549,RD,A,7/11/12,,
TSME,1197,AM165,CompPresent,CompAbsent,1197,77,RD,A,6/25/12,,
TSME,1603,PARA5,CompPresent,CompAbsent,1197,248,RD,A,8/1/12,,Missing tag
TSME,1603,PARA2,CompAbsent,CompPresent,1460,242,YL,A,8/1/12,,Under snow
TSME,1603,PARA1,CompAbsent,CompAbsent,1603,454,BL,A,8/1/12,,
TSME,1650,HIGH5,CompPresent,CompAbsent,1603,206,BL,A,8/1/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1603,49,BL,A,8/1/12,,
TSME,1064,AV065,CompPresent,CompAbsent,1603,433,BL,A,5/29/12,,
TSHE,1460,AE105,CompAbsent,CompAbsent,704,533,GR,A,7/11/12,,
TSME,1650,HIGH4,CompAbsent,CompPresent,1460,432,YL,A,8/1/12,,
ABAM,668,NISQ1,CompPresent,CompAbsent,1603,80,BL,A,5/10/12,
ABAM,1650,HIGH2,CompAbsent,CompAbsent,1603,128,BL,A,7/30/12,
ABAM,1603,PARA5,CompPresent,CompPresent,1197,90,GR,A,8/1/12,
ABAM,1603,PARA5,CompAbsent,CompAbsent,704,56,PK,A,7/24/12,
TSME,1603,PARA3,CompAbsent,CompAbsent,1197,231,RD,A,7/24/12,
TSME,1603,PARA1,CompPresent,CompAbsent,1603,563,BL,A,8/1/12,
TSME,1603,PARA1,CompPresent,CompAbsent,1603,131,BL,A,8/1/12,
TSME,1650,HIGH2,CompPresent,CompAbsent,1603,55,BL,A,8/1/12,
TSME,1460,AE102,CompPresent,CompAbsent,1603,325,BL,A,7/11/12,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1603,33,BL,A,8/1/12,
TSME,1603,PARA1,CompAbsent,CompAbsent,1603,285,BL,A,8/1/12,
TSME,1603,PARA3,CompPresent,CompPresent,1603,463,BL,A,7/24/12,
TSME,1650,HIGH2,CompPresent,CompAbsent,1460,448,YL,A,8/1/12,
TSME,1197,AM161,CompAbsent,CompAbsent,1197,121,RD,A,6/25/12,
TSME,1460,AE105,CompPresent,CompAbsent,1460,535,YL,A,7/11/12,
TSME,1650,HIGH3,CompAbsent,CompPresent,1197,89,RD,A,8/1/12,
TSME,1197,AM162,CompPresent,CompAbsent,1603,240,BL,A,6/26/12,,
TSME,1460,AE101,CompAbsent,CompAbsent,1460,576,YL,A,7/24/12,,
TSME,1650,HIGH3,CompPresent,CompPresent,1460,471,YL,A,8/1/12,,
TSME,1603,PARA4,CompPresent,CompPresent,1460,279,YL,A,8/1/12,,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1460,482,YL,A,8/1/12,,
TSHE,1197,AM162,CompPresent,CompPresent,1197,166,WH,A,6/26/12,,
TSHE,1460,AE101,CompAbsent,CompPresent,1197,147,WH,A,7/24/12,,
TSHE,1197,AM163,CompPresent,CompAbsent,704,406,GR,A,6/25/12,,
ABAM,1650,HIGH3,CompAbsent,CompAbsent,1064,255,YL,A,8/1/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1197,177,RD,A,6/25/12,,
TSME,1460,AE105,CompAbsent,CompPresent,1197,185,RD,A,7/11/12,,
TSME,1603,PARA2,CompAbsent,CompPresent,1460,56,YL,A,8/1/12,,Under snow
TSME,1603,PARA3,CompAbsent,CompAbsent,1460,71,YL,A,7/24/12,,
TSME,1603,PARA5,CompPresent,CompPresent,1197,287,RD,A,8/1/12,,
TSME,1650,HIGH4,CompAbsent,CompAbsent,1197,470,RD,A,8/1/12,,
TSME,1197,AM164,CompPresent,CompAbsent,1197,63,RD,A,6/25/12,,
TSME,1064,AV062,CompAbsent,CompAbsent,1197,553,RD,A,5/29/12,
TSME,1197,AM162,CompPresent,CompAbsent,1460,561,YL,A,6/26/12,
TSME,1460,AE101,CompPresent,CompPresent,1603,242,BL,A,7/24/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1603,96,BL,A,7/24/12,
TSME,1197,AM163,CompAbsent,CompPresent,1460,254,YL,A,6/25/12,
TSME,1197,AM165,CompPresent,CompPresent,1460,198,YL,A,6/25/12,
TSME,1650,HIGH2,CompPresent,CompPresent,1603,521,BL,A,8/1/12,
TSME,1650,HIGH1,CompAbsent,CompPresent,1603,269,BL,A,8/1/12,
TSME,1197,AM165,CompAbsent,CompPresent,1197,140,RD,A,6/25/12,
ABAM,1603,PARA5,CompPresent,CompPresent,1603,156,BL,A,8/1/12,
TSME,1650,HIGH2,CompPresent,CompAbsent,1603,117,BL,A,8/1/12,
TSME,1603,PARA5,CompAbsent,CompPresent,1603,342,BL,A,7/24/12,
TSME,1460,AE101,CompAbsent,CompAbsent,1460,460,YL,A,7/24/12,
TSME,1197,AM163,CompPresent,CompAbsent,1460,248,YL,A,6/25/12,
TSME,1603,PARA1,CompPresent,CompPresent,1603,151,BL,A,8/1/12,
TSME,1603,PARA1,CompAbsent,CompPresent,1603,177,BL,A,8/1/12,
TSME,1197,AM162,CompPresent,CompAbsent,1197,149,RD,A,6/26/12,
TSME,1603,PARA2,CompAbsent,CompAbsent,1197,265,RD,A,8/1/12,
TSME,1603,PARA4,CompAbsent,CompAbsent,1603,505,BL,A,8/1/12,
TSME,1650,HIGH4,CompAbsent,CompAbsent,1197,471,RD,A,8/1/12,
TSME,1197,AM163,CompPresent,CompAbsent,1197,144,RD,A,6/25/12,
TSME,1650,HIGH2,CompPresent,CompPresent,1197,476,RD,A,8/1/12,
TSME,1603,PARA2,CompPresent,CompAbsent,1197,204,RD,A,8/1/12,
TSME,1650,HIGH2,CompPresent,CompPresent,1603,270,BL,A,8/1/12,
TSME,1603,PARA4,CompPresent,CompAbsent,1603,152,BL,A,8/1/12,
TSHE,1460,AE105,CompAbsent,CompAbsent,1197,88,WH,A,7/11/12,
TSME,1650,HIGH3,CompPresent,CompPresent,1603,319,BL,A,8/1/12,
TSME,1650,HIGH2,CompPresent,CompPresent,1460,481,YL,A,8/1/12,
TSME,1197,AM165,CompPresent,CompAbsent,1460,282,YL,A,6/25/12,
TSME,1197,AM164,CompPresent,CompPresent,1197,139,RD,A,6/25/12,
ABAM,704,TO041,CompAbsent,CompPresent,1603,85,BL,A,5/10/12,
TSME,1650,HIGH4,CompAbsent,CompAbsent,1197,453,RD,A,8/1/12,
ABAM,1603,PARA4,CompPresent,CompPresent,1603,199,BL,D,8/1/12,,Tag removed
ABAM,704,TO045,CompAbsent,CompAbsent,1064,227,YL,A,5/10/12,,
ABAM,1650,HIGH1,CompPresent,CompAbsent,1064,133,YL,A,8/1/12,,
TSME,1603,PARA3,CompAbsent,CompPresent,1460,92,YL,A,7/24/12,,
TSME,1460,AE101,CompPresent,CompAbsent,1603,334,BL,A,7/24/12,,
TSME,1603,PARA2,CompAbsent,CompPresent,1197,525,RD,A,8/1/12,,Under snow
TSME,1197,AM163,CompPresent,CompPresent,1197,176,RD,A,6/25/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1603,232,BL,A,7/24/12,,
TSME,1460,AE104,CompAbsent,CompAbsent,1603,529,BL,A,7/11/12,,
TSME,1197,AM161,CompAbsent,CompPresent,1460,542,YL,A,6/25/12,,
TSME,1603,PARA5,CompPresent,CompAbsent,1603,489,BL,A,8/1/12,,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1197,443,RD,A,8/1/12,,
TSME,1650,HIGH1,CompPresent,CompAbsent,1460,473,YL,A,8/1/12,,
TSME,1650,HIGH2,CompPresent,CompPresent,1603,13,BL,A,8/1/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1197,515,RD,A,6/25/12,,
TSME,1197,AM162,CompPresent,CompAbsent,1603,535,BL,A,6/26/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1460,247,YL,A,6/25/12,,
TSME,1460,AE102,CompAbsent,CompPresent,1603,383,BL,A,7/11/12,,
TSME,1603,PARA5,CompPresent,CompAbsent,1460,434,YL,A,8/1/12,,Missing tag
TSME,1650,HIGH2,CompPresent,CompPresent,1603,19,BL,A,8/1/12,,
TSME,1603,PARA4,CompAbsent,CompAbsent,1603,30,BL,A,8/1/12,,
TSME,1197,AM165,CompPresent,CompAbsent,1197,95,RD,A,6/25/12,,
TSME,1460,AE103,CompPresent,CompAbsent,1603,556,BL,A,7/11/12,,
TSME,1650,HIGH4,CompPresent,CompAbsent,1460,439,YL,A,8/1/12,,
TSME,1650,HIGH1,CompPresent,CompAbsent,1197,450,RD,A,8/1/12,,
ABAM,1603,PARA2,CompPresent,CompAbsent,1064,199,YL,A,8/1/12,,
ABAM,1603,PARA2,CompAbsent,CompAbsent,1197,81,GR,A,8/1/12,,
ABAM,1650,HIGH3,CompAbsent,CompPresent,1603,283,BL,A,8/1/12,,
ABAM,1603,PARA3,CompAbsent,CompPresent,1064,257,YL,A,7/24/12,,
TSME,1650,HIGH3,CompAbsent,CompPresent,1460,340,YL,A,8/1/12,,
TSME,1460,AE101,CompAbsent,CompAbsent,1460,367,YL,A,7/24/12,,
TSME,1603,PARA3,CompAbsent,CompPresent,1197,491,RD,A,7/24/12,,
TSME,1460,AE104,CompPresent,CompAbsent,1460,573,YL,A,7/11/12,
TSME,1197,AM165,CompPresent,CompAbsent,1460,379,YL,A,6/25/12,
TSME,1603,PARA4,CompPresent,CompAbsent,1603,243,BL,A,8/1/12,
TSME,1650,HIGH2,CompPresent,CompPresent,1197,539,RD,A,8/1/12,
TSME,1650,HIGH1,CompPresent,CompPresent,1603,531,BL,A,8/1/12,
TSME,1603,PARA5,CompAbsent,CompPresent,1460,464,YL,A,7/24/12,
TSME,1197,AM163,CompPresent,CompAbsent,1603,375,BL,A,6/25/12,
TSME,1650,HIGH4,CompAbsent,CompPresent,1603,45,BL,A,8/1/12,
TSME,1460,AE103,CompPresent,CompAbsent,1460,479,YL,A,7/11/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1603,23,BL,A,7/24/12,
ABAM,1603,PARA5,CompPresent,CompPresent,704,29,PK,A,8/1/12,
TSME,1603,PARA1,CompAbsent,CompPresent,1460,74,YL,A,8/1/12,
TSME,1603,PARA1,CompPresent,CompAbsent,1197,251,RD,A,8/1/12,
TSME,1650,HIGH1,CompPresent,CompPresent,1197,483,RD,A,8/1/12,
ABAM,1650,HIGH3,CompPresent,CompAbsent,1197,167,GR,A,8/1/12,
ABAM,1650,HIGH2,CompPresent,CompPresent,1603,88,BL,A,8/1/12,
TSHE,1460,AE104,CompPresent,CompAbsent,1197,118,WH,A,7/11/12,
ABAM,704,TO045,CompAbsent,CompAbsent,1197,386,GR,A,5/10/12,
ABAM,1603,PARA4,CompPresent,CompPresent,1603,178,BL,A,8/1/12,
ABAM,1650,HIGH4,CompPresent,CompPresent,1197,178,GR,A,8/1/12,
TSHE,704,TO045,CompPresent,CompAbsent,704,327,GR,A,5/10/12,
ABAM,668,NISQ1,CompPresent,CompAbsent,704,393,PK,A,5/10/12,
ABAM,1650,HIGH2,CompAbsent,CompAbsent,1197,46,GR,A,7/30/12,
TSME,1197,AM164,CompAbsent,CompAbsent,1197,175,RD,A,6/25/12,
TSME,1603,PARA2,CompAbsent,CompAbsent,1197,518,RD,A,8/1/12,
TSME,1603,PARA3,CompAbsent,CompAbsent,1603,527,BL,A,7/24/12,
TSME,1460,AE105,CompAbsent,CompAbsent,1460,206,YL,A,7/11/12,
TSME,1460,AE105,CompAbsent,CompAbsent,1603,114,BL,A,7/11/12,
TSME,1197,AM165,CompPresent,CompAbsent,1603,153,BL,A,6/25/12,
TSME,1603,PARA2,CompAbsent,CompAbsent,1460,5,YL,A,8/1/12,
TSME,1197,AM164,CompPresent,CompPresent,1197,146,RD,A,6/25/12,
TSME,1603,PARA2,CompPresent,CompAbsent,1603,461,BL,A,8/1/12,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1460,374,YL,A,8/1/12,,
TSME,1603,PARA4,CompPresent,CompPresent,1603,331,BL,A,8/1/12,,
TSME,1650,HIGH1,CompPresent,CompAbsent,1603,22,BL,A,8/1/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1197,184,RD,A,6/25/12,,
TSME,1460,AE105,CompPresent,CompAbsent,1197,293,RD,A,7/11/12,,
TSME,1603,PARA1,CompPresent,CompAbsent,1603,6,BL,A,8/1/12,,
TSHE,1197,AM162,CompPresent,CompPresent,704,395,GR,A,6/26/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1460,371,YL,A,8/1/12,,
TSME,1603,PARA2,CompAbsent,CompPresent,1603,467,BL,A,8/1/12,,Under snow
TSME,1650,HIGH2,CompPresent,CompAbsent,1460,416,YL,A,8/1/12,,
ABAM,668,NISQ1,CompAbsent,CompAbsent,1603,20,BL,A,5/10/12,,
ABAM,1603,PARA2,CompAbsent,CompAbsent,1197,17,GR,A,8/1/12,,
ABAM,1603,PARA3,CompAbsent,CompAbsent,1197,44,GR,A,7/24/12,,
ABAM,1064,AV065,CompPresent,CompAbsent,704,55,PK,A,5/29/12,,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1197,430,RD,A,8/1/12,,
TSME,1064,AV064,CompAbsent,CompAbsent,1460,501,YL,A,6/14/12,,COVERED IN SNOW 5/29/12
TSME,1064,AV062,CompAbsent,CompAbsent,1197,5,RD,A,5/29/12,,
TSME,1460,AE105,CompAbsent,CompAbsent,1460,313,YL,A,7/11/12,,
TSME,1603,PARA1,CompPresent,CompPresent,1197,199,RD,A,8/1/12,,
TSME,1460,AE104,CompPresent,CompAbsent,1197,412,RD,A,7/11/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1603,68,BL,A,7/24/12,,
TSME,1064,AV064,CompAbsent,CompPresent,1460,330,YL,A,5/29/12,,
TSME,1603,PARA3,CompPresent,CompAbsent,1603,571,BL,A,7/24/12,,
TSME,1603,PARA2,CompAbsent,CompAbsent,1603,255,BL,A,8/1/12,,
TSME,1603,PARA2,CompPresent,CompAbsent,1197,495,RD,A,8/1/12,,
TSME,1460,AE101,CompPresent,CompAbsent,1197,30,RD,A,7/24/12,,
TSME,1064,AV064,CompAbsent,CompAbsent,1197,363,RD,A,6/14/12,,COVERED IN SNOW 5/29/12
TSME,1650,HIGH2,CompAbsent,CompPresent,1460,427,YL,A,7/30/12,,
TSME,1064,AV064,CompAbsent,CompPresent,1603,453,BL,A,5/29/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1460,413,YL,A,7/24/12,,
TSME,1650,HIGH5,CompPresent,CompAbsent,1197,241,RD,A,8/1/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1460,200,YL,A,6/25/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1197,441,RD,A,8/1/12,
ABAM,1650,HIGH3,CompPresent,CompPresent,1603,100,BL,A,8/1/12,
TSME,1603,PARA1,CompAbsent,CompAbsent,1603,263,BL,A,8/1/12,
TSME,1603,PARA2,CompPresent,CompAbsent,1603,252,BL,A,8/1/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1460,252,YL,A,7/24/12,
ABAM,1650,HIGH2,CompPresent,CompPresent,1603,79,BL,A,8/1/12,
TSME,1650,HIGH1,CompPresent,CompAbsent,1460,459,YL,A,8/1/12,
ABAM,1603,PARA2,CompPresent,CompAbsent,1603,225,BL,A,8/1/12,
ABAM,704,TO045,CompPresent,CompAbsent,1603,311,BL,A,5/10/12,
TSHE,1197,AM164,CompAbsent,CompAbsent,1197,311,WH,A,6/25/12,
ABAM,1603,PARA1,CompPresent,CompAbsent,1603,201,BL,A,8/1/12,
ABAM,668,NISQ1,CompPresent,CompAbsent,1197,215,GR,A,5/10/12,
ABAM,1650,HIGH2,CompAbsent,CompAbsent,704,22,PK,A,7/30/12,
ABAM,1650,HIGH1,CompPresent,CompAbsent,1603,10,BL,A,8/1/12,
TSME,1603,PARA2,CompPresent,CompAbsent,1603,61,BL,A,8/1/12,
TSME,1460,AE105,CompAbsent,CompAbsent,1197,219,RD,A,7/11/12,
TSME,1603,PARA3,CompAbsent,CompAbsent,1603,239,BL,A,7/24/12,,
TSME,1460,AE103,CompAbsent,CompAbsent,1460,490,YL,A,7/11/12,,
TSME,1197,AM165,CompPresent,CompAbsent,1460,510,YL,A,6/25/12,,
TSME,1197,AM163,CompPresent,CompPresent,1603,553,BL,A,6/25/12,,
TSME,1197,AM163,CompAbsent,CompPresent,1197,150,RD,A,6/25/12,,
TSME,1650,HIGH1,CompPresent,CompPresent,1197,395,RD,A,8/1/12,,
TSME,1064,AV064,CompAbsent,CompAbsent,1460,337,YL,A,6/14/12,,COVERED IN SNOW 5/29/12
TSME,1197,AM163,CompPresent,CompAbsent,1460,249,YL,A,6/25/12,,
TSME,1650,HIGH5,CompPresent,CompAbsent,1460,566,YL,A,8/1/12,,
TSME,1197,AM162,CompPresent,CompAbsent,1460,568,YL,A,6/26/12,,
TSME,1650,HIGH4,CompAbsent,CompPresent,1197,402,RD,A,8/1/12,,
TSME,1603,PARA4,CompAbsent,CompAbsent,1603,374,BL,A,8/1/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1603,77,BL,A,8/1/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1197,413,RD,A,8/1/12,,
TSME,1197,AM161,CompAbsent,CompPresent,1603,518,BL,A,6/25/12,,
TSME,1650,HIGH2,CompAbsent,CompAbsent,1460,553,YL,A,7/30/12,,
TSME,1197,AM164,CompPresent,CompPresent,1197,438,RD,A,6/25/12,,"""?"" - Marked as dead in 2011, but alive in 2012"
TSME,1197,AM165,CompPresent,CompPresent,1197,111,RD,A,6/25/12,,
TSME,1603,PARA5,CompPresent,CompPresent,1603,323,BL,A,8/1/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1197,122,RD,A,7/24/12,,
ABAM,1650,HIGH4,CompPresent,CompAbsent,704,227,PK,A,8/1/12,,
TSME,1603,PARA5,CompAbsent,CompAbsent,1603,490,BL,A,7/24/12,,
TSME,1603,PARA1,CompPresent,CompPresent,1603,371,BL,A,8/1/12,,
TSME,1603,PARA2,CompAbsent,CompAbsent,1603,569,BL,A,8/1/12,,
TSME,1603,PARA2,CompAbsent,CompAbsent,1460,257,YL,A,8/1/12,,
ABAM,1603,PARA2,CompAbsent,CompAbsent,1603,160,BL,A,8/1/12,,
ABAM,704,TO042,CompPresent,CompPresent,1197,206,GR,A,5/10/12,,
ABAM,1603,PARA5,CompPresent,CompPresent,1197,89,GR,A,8/1/12,,
ABAM,1603,PARA1,CompPresent,CompAbsent,1603,51,BL,A,8/1/12,,
ABAM,1650,HIGH2,CompPresent,CompPresent,1197,43,GR,A,8/1/12,,
ABAM,1650,HIGH4,CompPresent,CompPresent,1064,83,YL,A,8/1/12,,
ABAM,1603,PARA2,CompPresent,CompAbsent,1197,182,GR,A,8/1/12,,
TSME,1197,AM161,CompAbsent,CompAbsent,1460,540,YL,A,6/25/12,,
TSME,1650,HIGH2,CompPresent,CompAbsent,1603,84,BL,A,8/1/12,,
TSME,1197,AM165,CompPresent,CompAbsent,1603,216,BL,A,6/25/12,,
TSME,1603,PARA3,CompAbsent,CompPresent,1197,215,RD,A,7/24/12,,
TSME,1603,PARA1,CompAbsent,CompAbsent,1197,213,RD,A,8/1/12,,
TSME,1197,AM164,CompPresent,CompPresent,1197,154,RD,A,6/25/12,,"""?"" - Marked as dead in 2011, but alive in 2012"
ABAM,1650,HIGH1,CompPresent,CompAbsent,1603,52,BL,A,8/1/12,,
TSME,1197,AM163,CompPresent,CompPresent,1603,543,BL,A,6/25/12,,
TSME,1603,PARA3,CompAbsent,CompAbsent,1460,287,YL,A,7/24/12,,
TSME,1197,AM163,CompPresent,CompPresent,1460,209,YL,A,6/25/12,,
TSME,1603,PARA1,CompPresent,CompPresent,1197,249,RD,A,8/1/12,,
ABAM,1603,PARA3,CompPresent,CompAbsent,1603,33,BL,A,7/24/12,,
ABAM,1603,PARA5,CompAbsent,CompPresent,704,36,PK,A,7/24/12,,
ABAM,1650,HIGH2,CompPresent,CompAbsent,704,242,PK,A,8/1/12,,
TSME,1603,PARA5,CompAbsent,CompPresent,1603,558,BL,A,7/24/12,,
TSME,1650,HIGH4,CompPresent,CompPresent,1603,145,BL,A,8/1/12,,
ABAM,668,NISQ3,CompPresent,CompAbsent,1603,375,BL,A,5/10/12,
ABAM,1603,PARA5,CompPresent,CompPresent,1603,167,BL,A,8/1/12,
ABAM,1603,PARA3,CompAbsent,CompAbsent,1197,27,GR,A,7/24/12,
ABAM,1603,PARA4,CompAbsent,CompAbsent,1197,49,GR,A,8/1/12,
ABAM,704,TO041,CompAbsent,CompPresent,1064,95,YL,A,5/10/12,
TSME,1650,HIGH3,CompAbsent,CompAbsent,1460,476,YL,A,8/1/12,
TSME,1460,AE104,CompPresent,CompAbsent,1460,418,YL,A,7/11/12,
TSME,1603,PARA1,CompAbsent,CompPresent,1603,51,BL,A,8/1/12,
TSME,1197,AM162,CompPresent,CompAbsent,1460,527,YL,A,6/26/12,
TSME,1603,PARA4,CompPresent,CompPresent,1197,526,RD,A,8/1/12,
TSME,1603,PARA2,CompAbsent,CompAbsent,1603,182,BL,A,8/1/12,
TSME,1603,PARA2,CompAbsent,CompAbsent,1197,266,RD,A,8/1/12,
TSME,1460,AE104,CompPresent,CompAbsent,1603,576,BL,A,7/11/12,
TSME,1650,HIGH4,CompAbsent,CompPresent,1603,17,BL,A,8/1/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1603,107,BL,A,7/24/12,
TSME,1064,AV063,CompAbsent,CompAbsent,1460,366,YL,A,5/29/12,
TSME,1460,AE105,CompAbsent,CompPresent,1603,224,BL,A,7/11/12,
TSME,1603,PARA3,CompAbsent,CompAbsent,1460,72,YL,A,7/24/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1603,456,BL,A,7/24/12,
TSME,1460,AE105,CompAbsent,CompAbsent,1603,482,BL,A,7/11/12,
TSME,1460,AE102,CompAbsent,CompAbsent,1603,426,BL,A,7/11/12,
TSME,1197,AM161,CompAbsent,CompAbsent,1603,504,BL,A,6/25/12,
TSHE,1197,AM163,CompAbsent,CompPresent,1197,409,WH,A,6/25/12,
ABAM,1603,PARA4,CompAbsent,CompAbsent,1064,98,YL,A,8/1/12,
ABAM,668,NISQ4,CompPresent,CompPresent,1197,304,GR,A,5/10/12,
TSHE,704,TO043,CompAbsent,CompAbsent,1197,201,WH,A,5/10/12,
ABAM,1650,HIGH2,CompAbsent,CompPresent,704,74,PK,A,7/30/12,
ABAM,1650,HIGH2,CompPresent,CompAbsent,1603,76,BL,A,8/1/12,
ABAM,1650,HIGH4,CompPresent,CompPresent,704,262,PK,A,8/1/12,
ABAM,1650,HIGH2,CompAbsent,CompAbsent,704,23,PK,A,7/30/12,
ABAM,1650,HIGH3,CompAbsent,CompAbsent,1603,289,BL,A,8/1/12,
ABAM,1603,PARA4,CompAbsent,CompAbsent,1197,59,GR,A,8/1/12,
ABAM,1064,AV064,CompPresent,CompPresent,1197,241,GR,A,5/29/12,
ABAM,1603,PARA5,CompAbsent,CompAbsent,1197,179,GR,A,7/24/12,
ABAM,1603,PARA5,CompPresent,CompPresent,704,281,PK,A,8/1/12,
TSME,1197,AM165,CompAbsent,CompPresent,1197,167,RD,A,6/25/12,
TSME,1460,AE101,CompAbsent,CompAbsent,1603,343,BL,A,7/24/12,
TSME,1197,AM163,CompAbsent,CompAbsent,1460,543,YL,A,6/25/12,
TSME,1197,AM163,CompPresent,CompAbsent,1603,303,BL,A,6/25/12,
TSME,1460,AE104,CompAbsent,CompPresent,1460,201,YL,A,7/11/12,
TSME,1460,AE102,CompAbsent,CompAbsent,1603,423,BL,A,7/11/12,
TSME,1064,AV063,CompAbsent,CompAbsent,1460,310,YL,A,5/29/12,
TSME,1460,AE104,CompAbsent,CompAbsent,1197,527,RD,A,7/11/12,
ABAM,668,NISQ3,CompPresent,CompAbsent,704,351,PK,A,5/10/12,
TSME,1197,AM161,CompAbsent,CompAbsent,1603,496,BL,A,6/25/12,
TSME,1197,AM161,CompPresent,CompAbsent,1603,358,BL,A,6/25/12,
TSME,1197,AM164,CompPresent,CompAbsent,1197,124,RD,A,6/25/12,
ABAM,668,NISQ1,CompPresent,CompAbsent,704,6,PK,A,5/10/12,
TSME,1650,HIGH3,CompPresent,CompAbsent,1460,457,YL,A,8/1/12,
TSHE,1197,AM163,CompPresent,CompPresent,1197,114,WH,A,6/25/12,
TSME,1197,AM165,CompPresent,CompPresent,1603,318,BL,A,6/25/12,
TSHE,1197,AM163,CompAbsent,CompAbsent,1197,506,WH,A,6/25/12,
ABAM,704,TO044,CompAbsent,CompAbsent,1603,308,BL,A,5/10/12,
ABAM,1650,HIGH1,CompPresent,CompAbsent,1603,41,BL,A,8/1/12,
TSME,1650,HIGH4,CompAbsent,CompAbsent,1603,365,BL,A,8/1/12,
TSHE,1197,AM162,CompPresent,CompPresent,1197,282,WH,A,6/26/12,
ABAM,1603,PARA3,CompAbsent,CompAbsent,1603,286,BL,A,7/24/12,
TSHE,1197,AM163,CompPresent,CompAbsent,1197,178,WH,A,6/25/12,
ABAM,704,TO044,CompAbsent,CompAbsent,1197,199,GR,A,5/10/12,
ABAM,1603,PARA4,CompPresent,CompAbsent,704,32,PK,A,8/1/12,
TSME,1064,AV061,CompAbsent,CompAbsent,1460,299,YL,A,6/14/25,
TSME,1064,AV063,CompAbsent,CompPresent,1460,302,YL,A,5/29/12,
TSME,1603,PARA3,CompAbsent,CompPresent,1197,500,RD,A,7/24/12,
TSME,1064,AV063,CompPresent,CompAbsent,1460,346,YL,A,5/29/12,
TSME,1460,AE105,CompAbsent,CompAbsent,1460,381,YL,A,7/11/12,,
TSME,1650,HIGH3,CompPresent,CompAbsent,1603,171,BL,A,8/1/12,,
TSME,1603,PARA1,CompPresent,CompPresent,1460,37,YL,A,8/1/12,,
TSME,1650,HIGH2,CompPresent,CompPresent,1460,468,YL,A,8/1/12,,Missing tag
TSME,1197,AM165,CompAbsent,CompPresent,1460,219,YL,A,6/25/12,,
TSME,1650,HIGH3,CompPresent,CompAbsent,1603,40,BL,A,8/1/12,,
TSME,1460,AE102,CompAbsent,CompAbsent,1460,245,YL,A,7/11/12,,
TSME,1650,HIGH1,CompPresent,CompAbsent,1460,502,YL,A,8/1/12,,
