Name,Stand,Block,Gap?,Plot,Date,Type,Treatment,VegHtMid,VegHtCor1,VegHtCor2,VegHtCor3,VegHtCor4,Total Shrub,Total Herb,ABAM,ABAMShrub,Abies,ABIGRA,ABIGRAShrub,ABILAS,ABILASShrub,ACECIR,ACECIRShrub,ACHTRI,ANEDEL,ARNICA,ASTER,ATHFIL,Bare,BERNER,BLESPI,CAREXL,CAREXnarrow,CAREXwide,CASPAR,CASSIO,CHIMEN,CHIUMB,CIRALP,CLASIB,CLIUNI,CORUNA,Dead Wood,DISHOO,Downed Log,EPILOB,ERIGER,ERYMON,Fungus,GALIUM,GAUOVA,GENCAL,GOOOBL,Grass,GYMDIS,HIERAC,Indian Pipes?,LACTUC,Lance Leaved?,Lichen,LIGGRA,LINBOR,LISCOR,LUPINU,LUPLAT,Luzula,Lycopod,MAIDEL,MAIRAC,MAISTE,MENFER,MENFERShrub,MITBRE,MITELL,OPLHOR,OPLHORShrub,OSMBER,ORTSEC,OXAORE,PEDBRA,PEDORN,PEDRAC,PHYEMP,POLBIS,POLYST,POLMUN,POLMUNShrub,POTENT,POTFLA,PSEMEN,RHOALB,RHOALBShrub,Rock,ROSGYM,RUBLAS,RUB'PAN',RUBPED,RUBSPE,Rush,SENTRI,SORSIT,Stem,STRAMP,STRROS,THUPLI,THUPLIShrub,TIATRI,TRACAR,TRIBOR,TRIOVA,TSHE,TSHEShrub,TSME,TSMEShrub,Unk Opp Lv,VACDEL,VACMEM,VACMEMShrub,VACMYR,VACOVA,VACOVAShrub,VACPAR,VAC'PAN',VAC'PAN'Shrub,VALSIT,VERVIR,VIOLA,VIOR,XANO,XANOShrub,XERTEN,Litter,Moss,Wood,Feces,Rush,Sand/Soil,Rock,Root,Bare
AM16N5,AM16,5,N,F,7/22/10,,,30,20,55,0,40,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,<1,,,,,,,,,,98,2,0,0,0,0,0,0,0
AV06N5,AV06,5,N,F,7/6/10,,,1/220,0/230,1/250,210,220,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<1 (7 sdlgs),,,,,,<1 (4 sdlgs),20,,,,,,,,,,<1,,,,,,,,,<1,98,2,0,0,0,0,0,0,0
AM16N2,AM16,2,N,G,,,,114,12,7,30,120,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,2,,,,,<1,2,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
HIGHG3,HIGH,3,Y,G (formerly D),9/22/09,,,22,28,2,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,2,,,,,,,98,2,0,0,0,0,0,0,0
AM16N2,AM16,2,N,H,,,,155,115,25,160,120,51,6,3,50?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,1?,,,,,,,<1,2,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AV06N5,AV06,5,N,H,7/6/10,,,15,0,0/160,0/170,2,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,<1 (3 sdlgs),,,,,,<1 (2 sdlgs) ,15,,,,,,,,4,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,I,8/12/10,,,5,10,5,5,20,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,5,30,,,,2,,2,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,0,0,0,0,0,0,0
AE10G5,AE10,5,Y,J,7/26/10,,,80,60,60,90,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,30,,,10,,,,,5,,,,,,,98,2,0,0,0,0,0,0,0
AV06N2,AV06,2,N,D,,,,65(h)/>200 (s),65/0,65/>200,0/>200,0/>200,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3,0,0,0,0,0,0,0
AV06N1,AV06,1,N,J,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,97,3,0,0,0,0,0,0,0
AM16N1,AM16,1,N,Y,,,,3,20,0,0,90/110,1,7,<1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,1,,,,,,<1,5,,,,,,,,97,3,0,0,0,0,0,0,0
AV06N4,AV06,4,N,F,,,,12,0/115,1,2,0,,,5 (1 sap),,,,,,,,,,,,,,,,,,,,,,,,,,1,<1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,5,94,5,0,0,0,0,0,0,0
AE10G2,AE10,2,Y,A,,seedling,X,85,2,3,2,130,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,95,5,0,0,0,0,0,0,0
AM16G3,AM16,3,Y,A,,,,95,100/105,85,99,70,5,20,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06N2,AV06,2,N,A,,,,0 (herb)/190 (shrub),0/167,0/190,0/180,0/170,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50?,,,,,,,,,,,<1,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06N4,AV06,4,N,A,,,,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06N5,AV06,5,N,A,7/6/10,,,3/165,1/160,2/155,2/130,5/170,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,1,,,,,,,,,,,,,,,60,,,,,,,,7,,,,,,,,,,,15,95,5,0,0,0,0,0,0,0
AV06N2,AV06,2,N,B,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AE10G5,AE10,5,Y,D,7/26/10,,,50,95,70,40,10,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,25,,,95,5,0,0,0,0,0,0,0
AM16N4,AM16,4,N,D,7/22/10,,,31/110,36,36,0/145,0/130,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AE10G3,AE10,3,Y,E,7/27/10,,,30,2,2,40,15,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,2,,,,,,,,,,15,,,,,,,,1,,2,,,,,95,5,0,0,0,0,0,0,0
AE10G5,AE10,5,Y,E,7/26/10,,,100,80,60,90/110,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,5,,,,5,,,95,5,0,0,0,0,0,0,0
AV06N1,AV06,1,N,E,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N1,AM16,1,N,F,,,,19,11,2,0,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,1,,,1,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N2,AM16,2,N,F,,,,0,0,0,0,0,0,<1,<1 (2 sdlgs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N4,AM16,4,N,F,7/22/10,,,0/220,0/220,0/280,0/250,0/270,,,<1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06N4,AV06,4,N,G,,,,0,0,0,0,0,,,,(dead branches in shrub layer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,H,,,,100 (h) /110 (s),100/150,100/100,100/110,100/140,,,50,20?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N2,AM16,2,N,I,,,,120,120,150,100,15,25,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N3,AM16,3,N,I,,,,85,32/160,80,115,70,10,5,<1 (4 sdlgs),10?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AM16N1,AM16,1,N,J,,,,32,45,42,55,25,0,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,<1 (1 sdlg),,,95,5,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,J,8/12/10,,,5,5,10,5,10,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,30,25,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,5,0,0,0,0,0,0,0
AV06N1,AV06,1,N,Y,,,,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,95,5,0,0,0,0,0,0,0
HIGHG1,HIGH,1,Y,Y,9/16/09,,,55,73,45,30,40,,,,,,,,,,,,,,,5,,,,,1,,,1,,,,,,,,,,,,2,2,,,,,,10,,,,,,,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,95,5,0,0,0,0,0,0,0
AV06N2,AV06,2,N,G,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,0,0,0,0,0,0,0
HIGHG3,HIGH,3,Y,A,9/22/09,,,15,20,20,12,30,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,5,15,,,,,,89,10,0,0,0,0,0,0,0
AM16N4,AM16,4,N,A,7/22/10,,,0/190,0,10/230,0/220,12/180,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,B,7/6/10,,,25,30,35,25,35,,,1,,,,,,,,,,,,,,,,,,,,,,,<1,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,15,90,10,0,0,0,0,0,0,0
AM16N2,AM16,2,N,C,,,,0,23,50,20,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AV06N2,AV06,2,N,C,,,,0,0,0,0,0,,,<1 (1 sdlg) NOTE: total herb layer = 1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<1,90,10,0,0,0,0,0,0,0
AM16N1,AM16,1,N,D,,,,17,28,12,16,17,0,27,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,3,,,,,,,,,,,,,20,,,<1,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16N4,AM16,4,N,G,7/22/10,,,0/220,0/240,0/230,0/260,0/250,,,<1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,90,10,0,0,0,0,0,0,0
AM16N5,AM16,5,N,G,7/22/10,,,10,80,60,0,85,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,G,,,,1,30,85,30,30,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,15,90,10,0,0,0,0,0,0,0
AV06N5,AV06,5,N,G,7/6/10,,,15/145,0/250,15/200,10/300,10/230,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20,90,10,0,0,0,0,0,0,0
AM16N5,AM16,5,N,H,7/22/10,,,9,7,0,5,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16N1,AM16,1,N,I,,,,44,80,50,0,40,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AV06N2,AV06,2,N,I,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AE10G3,AE10,3,Y,J,7/27/10,,,70,30,65,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,20,,,,,,,,10,,1,,,,,90,10,0,0,0,0,0,0,0
AM16N3,AM16,3,N,J,,,,0,95,90,48,74,0,3,"3 (2 sdlgs, 1 sap)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,X,,,,68,65,60,65,30,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,<1,,,90,10,0,0,0,0,0,0,0
AM16N1,AM16,1,N,X,,,,57,42,1,35,40,0,31,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,30,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,Y,,,,16/103,50,95/120,100,60,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16N2,AM16,2,N,Y,,,,55,5,30,90,80,1,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,90,10,0,0,0,0,0,0,0
AM16N5,AM16,5,N,A,7/22/10,,,50,55,55,50,62,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,85,15,0,0,0,0,0,0,0
AV06G4,AV06,4,Y,A,,,,33,33,0,31,25,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,<1,,,,,,,,8,85,15,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,A,7/6/10,,,30,20,30,25,10,,,<1 (1 sdlg),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,40,85,15,0,0,0,0,0,0,0
AE10G5,AE10,5,Y,C,7/26/10,,,75,65,2,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,20,,,,15,,,85,15,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,C,7/22/10,,,50,60,30,90,60,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,6,,,,,1,,,,,,,25,,,,,,,,,<1,,,85,15,0,0,0,0,0,0,0
AM16N5,AM16,5,N,C,7/22/10,,,25,20,40,15,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,<1,,,85,15,0,0,0,0,0,0,0
AV06N3,AV06,3,N,G,7/6/10,,,0,0/150,0/200,1,10,,,<1 (2 sdlgs),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1 (3 sdlgs),,,,,,,,,5,,<1,,,,,,,,,,85,15,0,0,0,0,0,0,0
AV06G2,AV06,2,Y,A,,,,78/>200,35/>200,65/>200,15,90/>200,,,30,40? (>2m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,30,80,20,0,0,0,0,0,0,0
AV06N5,AV06,5,N,F,7/6/10,,,0/150,0/120,0/170,5/250,15/185,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,<1 (6 sdlgs),,,,,,<1 (5 sdlgs),,,,,,,,,,,,,,,,,,,,2,80,20,0,0,0,0,0,0,0
AM16G2,AM16,2,Y,X,,,,90,50,7,85,85,5,32,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,80,20,0,0,0,0,0,0,0
AM16G4,AM16,4,Y,B,7/22/10,,X,0,10,0,0,0,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,E,,,,99,85,95/125,99/105,90/155,3,30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,20,,,<1,,,,,,,,,75,25,0,0,0,0,0,0,0
HIGHG2,HIGH,2,Y,E,,,,15,25,10,10,4,,,,,,,,,,,,,,,6,,,,,25,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AM16N1,AM16,1,N,G,,,,31,3,12,0,20,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,15,,,,,,,,,<1 (1 sdlg),,,75,25,0,0,0,0,0,0,0
AM16N1,AM16,1,N,H,,,,90/102,0,50,85,73,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,1,,,<1,,,,,,,,,,,,,5,3,,<1,,,,,,<1 (1 sdlg),,,75,25,0,0,0,0,0,0,0
AV06G5,AV06,5,Y,H,7/6/10,,,30,20,20,10,30/130,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,70,75,25,0,0,0,0,0,0,0
HIGHG4,HIGH,4,Y,H,8/12/10,,,10,10,30,5,35,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10,15,,,,,,2,,,,,,,10,,,,,1,,,,,,,,,,,,,,,,,40,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,75,25,0,0,0,0,0,0,0
AM16G1,AM16,1,Y,I,7/22/10,,,30,65,10/135,90,45,,,1,5,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,3,,,,,,,<1,,,,1,,,,,,,,,,,,15,,<1,,,,,<1,,<1,,,75,25,0,0,0,0,0,0,0
